ID,probability
TEST_00323,0.18528511502976833
TEST_00324,0.29977745582148435
TEST_00325,0.0034635027367970676
TEST_00326,0.30679324207337294
TEST_00327,0.28559631756095516
TEST_00328,0.14821573243582326
TEST_00329,0.3125363213608341
TEST_00330,0.37686408525369114
TEST_00331,0.003159696665577318
TEST_00332,0.42827995235239563
TEST_00333,0.3898766686142746
TEST_00334,0.47863677343780575
TEST_00335,0.3246325657798473
TEST_00336,0.0034635027367970676
TEST_00337,0.2610831582029017
TEST_00338,0.30150237467198177
TEST_00339,0.32348149285063843
TEST_00340,0.2917385976337764
TEST_00341,0.26418905777468304
TEST_00342,0.17725096322298098
TEST_00343,0.05199981857089578
TEST_00344,0.20416793443362727
TEST_00345,0.025818610381042675
TEST_00346,0.32591197490516244
TEST_00347,0.2208832925953328
TEST_00348,0.3957404528779056
TEST_00349,0.31102152466564337
TEST_00350,0.2142621213805436
TEST_00351,0.3705323955460698
TEST_00352,0.003931224963027033
TEST_00353,0.003297161174053875
TEST_00354,0.17557649924403854
TEST_00355,0.36133841961168367
TEST_00356,0.1394111763174442
TEST_00357,0.0034635027367970676
TEST_00358,0.003803822966488141
TEST_00359,0.4692873257977737
TEST_00360,0.3840379677963266
TEST_00361,0.218465461578748
TEST_00362,0.4137226445445494
TEST_00363,0.0034635027367970676
TEST_00364,0.3222513280334397
TEST_00365,0.22658705255682474
TEST_00366,0.3025134082346557
TEST_00367,0.20343059308040845
TEST_00368,0.311854593417714
TEST_00369,0.09270099766888767
TEST_00370,0.0034635027367970676
TEST_00371,0.1640615597172927
TEST_00372,0.28937639238692225
TEST_00373,0.462746757969946
TEST_00374,0.3357746647874964
TEST_00375,0.0034635027367970676
TEST_00376,0.003159696665577318
TEST_00377,0.2574209940032557
TEST_00378,0.31225061295685386
TEST_00379,0.1962748258971635
TEST_00380,0.0034635027367970676
TEST_00381,0.4489258168492607
TEST_00382,0.4472733385066684
TEST_00383,0.09887962761385012
TEST_00384,0.3603072853404652
TEST_00385,0.18422194764610456
TEST_00386,0.4889336143022035
TEST_00387,0.2273475346975618
TEST_00388,0.27744720251928034
TEST_00389,0.2138838604440798
TEST_00390,0.4522685868054747
TEST_00391,0.4764617319363468
TEST_00392,0.29709940990252626
TEST_00393,0.3232648736510457
TEST_00394,0.11751323884310368
TEST_00395,0.49622088275389914
TEST_00396,0.35586416589404607
TEST_00397,0.003192514807088574
TEST_00398,0.16173819181215066
TEST_00399,0.0034635027367970676
TEST_00400,0.33745701027417413
TEST_00401,0.0033006870760279253
TEST_00402,0.10330264456095171
TEST_00403,0.025858247957621223
TEST_00404,0.39418949398236847
TEST_00405,0.47749731821899366
TEST_00406,0.07946253034995052
TEST_00407,0.27090294741485377
TEST_00408,0.30924556383837676
TEST_00409,0.13447848080785924
TEST_00410,0.05237570142067328
TEST_00411,0.1471317402681711
TEST_00412,0.1709818253751278
TEST_00413,0.4137024048623704
TEST_00414,0.27425800161045916
TEST_00415,0.23903924747544356
TEST_00416,0.4192205732265602
TEST_00417,0.4836416379053937
TEST_00418,0.48190076162931916
TEST_00419,0.15716451375386864
TEST_00420,0.1357025315332407
TEST_00421,0.34186019480149216
TEST_00422,0.48783107942564125
TEST_00423,0.0033006870760279253
TEST_00424,0.20372532969612442
TEST_00425,0.15382273970232305
TEST_00426,0.26808709997365027
TEST_00427,0.3569129037588065
TEST_00428,0.26721426380159724
TEST_00429,0.252829170460836
TEST_00430,0.4328932741790601
TEST_00431,0.3761611099805776
TEST_00432,0.26043865943755495
TEST_00433,0.003276706637317583
TEST_00434,0.38528223095224884
TEST_00435,0.2530761861535677
TEST_00436,0.0034635027367970676
TEST_00437,0.2835660471529117
TEST_00438,0.0034635027367970676
TEST_00439,0.0034635027367970676
TEST_00440,0.41366715897624484
TEST_00441,0.5003171346043505
TEST_00442,0.41916037520302796
TEST_00443,0.34917500641410515
TEST_00444,0.0034635027367970676
TEST_00445,0.305292629768743
TEST_00446,0.07870201621996181
TEST_00447,0.42156334988983457
TEST_00448,0.37879356831709987
TEST_00449,0.003918309589130453
TEST_00450,0.4372123988128511
TEST_00451,0.003159696665577318
TEST_00452,0.31639053706049863
TEST_00453,0.46594015583892784
TEST_00454,0.2708887228695821
TEST_00455,0.24159166206485763
TEST_00456,0.003297161174053875
TEST_00457,0.3478870728382647
TEST_00458,0.1667418612699379
TEST_00459,0.2825832597578818
TEST_00460,0.0033006870760279253
TEST_00461,0.45057332426118335
TEST_00462,0.2918732947471467
TEST_00463,0.18457497156706096
TEST_00464,0.30037735650461034
TEST_00465,0.30516884272943007
TEST_00466,0.25345129670176625
TEST_00467,0.3869409762733582
TEST_00468,0.5171800910849813
TEST_00469,0.0034635027367970676
TEST_00470,0.3222976490116617
TEST_00471,0.46473831521587905
TEST_00472,0.4648131573140823
TEST_00473,0.27787087371021413
TEST_00474,0.5170718210497848
TEST_00475,0.3335210952890947
TEST_00476,0.003159696665577318
TEST_00477,0.46235619139827044
TEST_00478,0.2323273332253034
TEST_00479,0.17737088056246406
TEST_00480,0.4332410760822729
TEST_00481,0.21833007767988666
TEST_00482,0.27511672063962134
TEST_00483,0.28789166960835155
TEST_00484,0.1794278219560882
TEST_00485,0.30399180313891455
TEST_00486,0.27380276562941513
TEST_00487,0.4127248206173618
TEST_00488,0.23883630145664503
TEST_00489,0.3554595652168156
TEST_00490,0.3323713565400565
TEST_00491,0.40751328348867955
TEST_00492,0.28257142615132114
TEST_00493,0.28666258336752315
TEST_00494,0.0033714253655811274
TEST_00495,0.496870547387716
TEST_00496,0.30884898843291064
TEST_00497,0.40926957536103625
TEST_00498,0.28449092584173424
TEST_00499,0.5098262272443514
TEST_00500,0.003159696665577318
TEST_00501,0.003652750157684044
TEST_00502,0.07511055387256259
TEST_00503,0.36951546274692687
TEST_00504,0.003159696665577318
TEST_00505,0.49225250942735144
TEST_00506,0.0034635027367970676
TEST_00507,0.2733738554902804
TEST_00508,0.4086937636199832
TEST_00509,0.1672981641145722
TEST_00510,0.22564234791666785
TEST_00511,0.03862911698488685
TEST_00512,0.02568121738405116
TEST_00513,0.041091253453084176
TEST_00514,0.5190765275594941
TEST_00515,0.2629887114267445
TEST_00516,0.4566773449351008
TEST_00517,0.28809747936606594
TEST_00518,0.21801558536375157
TEST_00519,0.3370477645843417
TEST_00520,0.0034635027367970676
TEST_00521,0.19209252674073082
TEST_00522,0.003267897015344736
TEST_00523,0.24090395951879506
TEST_00524,0.35575218449614593
TEST_00525,0.11751323884310368
TEST_00526,0.15542913377219164
TEST_00527,0.003784303470342479
TEST_00528,0.28582295981048905
TEST_00529,0.43682172747404835
TEST_00530,0.4004110067615613
TEST_00531,0.40755472988996255
TEST_00532,0.47942967374730316
TEST_00533,0.0034635027367970676
TEST_00534,0.2175199249209327
TEST_00535,0.1489827708914312
TEST_00536,0.46781235148716654
TEST_00537,0.0034635027367970676
TEST_00538,0.0034635027367970676
TEST_00539,0.043588050514589735
TEST_00540,0.3805479854150569
TEST_00541,0.2882292408133397
TEST_00542,0.0034635027367970676
TEST_00543,0.29633758975071406
TEST_00544,0.2380250575661509
TEST_00545,0.3713547571774985
TEST_00546,0.4019420711711868
TEST_00547,0.0034635027367970676
TEST_00548,0.4507325931907566
TEST_00549,0.2862018715552502
TEST_00550,0.3127506530518931
TEST_00551,0.2997465644825711
TEST_00552,0.28855310532557255
TEST_00553,0.13951324417384456
TEST_00554,0.18905414690636227
TEST_00555,0.32946016498086644
TEST_00556,0.1813168123940271
TEST_00557,0.356114117356467
TEST_00558,0.46441655407791355
TEST_00559,0.0040245648314902426
TEST_00560,0.2284610253603843
TEST_00561,0.05789910699380106
TEST_00562,0.5628699297457419
TEST_00563,0.003972394358002897
TEST_00564,0.3059412096841329
TEST_00565,0.19001243842326052
TEST_00566,0.3104079122040926
TEST_00567,0.11786258994997559
TEST_00568,0.2557816346000006
TEST_00569,0.1548183909226462
TEST_00570,0.16060370708756666
TEST_00571,0.2605459812207123
TEST_00572,0.0033006870760279253
TEST_00573,0.003942076140534734
TEST_00574,0.3532723317428304
TEST_00575,0.1266547327059541
TEST_00576,0.24896833457957201
TEST_00577,0.22612223495438802
TEST_00578,0.3558360980468868
TEST_00579,0.4635016458848392
TEST_00580,0.0033006870760279253
TEST_00581,0.3976526231030158
TEST_00582,0.16921097780303387
TEST_00583,0.2944790991850061
TEST_00584,0.25301417560950934
TEST_00585,0.27496004266153107
TEST_00586,0.11659673356534918
TEST_00587,0.22634984141953804
TEST_00588,0.4079634467629939
TEST_00589,0.0033006870760279253
TEST_00590,0.1727864014626111
TEST_00591,0.15418088172914549
TEST_00592,0.19961560793047314
TEST_00593,0.31266585644308953
TEST_00594,0.0034635027367970676
TEST_00595,0.18546573849906592
TEST_00596,0.38704888806943427
TEST_00597,0.4333846944928835
TEST_00598,0.29309847460133803
TEST_00599,0.2852475697699827
TEST_00600,0.07469570486876477
TEST_00601,0.3311954560848598
TEST_00602,0.3215003784962963
TEST_00603,0.38884900296449754
TEST_00604,0.21282485485802805
TEST_00605,0.4523502656461674
TEST_00606,0.04984395578622701
TEST_00607,0.30627893510707727
TEST_00608,0.18316506036250485
TEST_00609,0.5290096383761226
TEST_00610,0.0034635027367970676
TEST_00611,0.23961462600233743
TEST_00612,0.3053000661807081
TEST_00613,0.3431231710884038
TEST_00614,0.42072644986697666
TEST_00615,0.4670286763002243
TEST_00616,0.3964013890676531
TEST_00617,0.23311473758148168
TEST_00618,0.11101718755281062
TEST_00619,0.1392931668657943
TEST_00620,0.20743963801076765
TEST_00621,0.16156713716183113
TEST_00622,0.42113770246862414
TEST_00623,0.4379598727538963
TEST_00624,0.4364976269898827
TEST_00625,0.46330689384677776
TEST_00626,0.25159269836715137
TEST_00627,0.2443285233875809
TEST_00628,0.4632891959270205
TEST_00629,0.1822286911005395
TEST_00630,0.19066945233696792
TEST_00631,0.19880751258257204
TEST_00632,0.5494137248807989
TEST_00633,0.4038516774868473
TEST_00634,0.4433371974263852
TEST_00635,0.48697944094996454
TEST_00636,0.22493723212962405
TEST_00637,0.4789207959497272
TEST_00638,0.0033006870760279253
TEST_00639,0.4763688320577183
TEST_00640,0.0034635027367970676
TEST_00641,0.003192514807088574
TEST_00642,0.5331702657203987
TEST_00643,0.24318558744507285
TEST_00644,0.14425052489508255
TEST_00645,0.17796644085923258
TEST_00646,0.0034635027367970676
TEST_00647,0.09239567774211421
TEST_00648,0.48539988076044593
TEST_00649,0.39522035528640176
TEST_00650,0.0871857851208221
TEST_00651,0.3460019602037738
TEST_00652,0.47681129699788766
TEST_00653,0.3166688832197559
TEST_00654,0.0033006870760279253
TEST_00655,0.4843405076385637
TEST_00656,0.342941147141764
TEST_00657,0.0034635027367970676
TEST_00658,0.08143449987463415
TEST_00659,0.20240897256153398
TEST_00660,0.0033006870760279253
TEST_00661,0.493699101565956
TEST_00662,0.15698453411295873
TEST_00663,0.0034635027367970676
TEST_00664,0.3636149428182552
TEST_00665,0.0033006870760279253
TEST_00666,0.254774084306418
TEST_00667,0.003159696665577318
TEST_00668,0.181789709592045
TEST_00669,0.22946153870522176
TEST_00670,0.08883137462435577
TEST_00671,0.36313036281265904
TEST_00672,0.39482467026299045
TEST_00673,0.0034635027367970676
TEST_00674,0.217800033756372
TEST_00675,0.17712142976449521
TEST_00676,0.3728274806677335
TEST_00677,0.14636351559236546
TEST_00678,0.15806187541225664
TEST_00679,0.4018525418252482
TEST_00680,0.17881196155950335
TEST_00681,0.0033006870760279253
TEST_00682,0.0038537881145699776
TEST_00683,0.13060317547831699
TEST_00684,0.3790206203372428
TEST_00685,0.16032285801500226
TEST_00686,0.4530705055406034
TEST_00687,0.0745937803384953
TEST_00688,0.27644505503932837
TEST_00689,0.34286098533561216
TEST_00690,0.39586352858275053
TEST_00691,0.39220256835259387
TEST_00692,0.05450475942251869
TEST_00693,0.18146218934698366
TEST_00694,0.13849351680950842
TEST_00695,0.24984454857509095
TEST_00696,0.07469570486876477
TEST_00697,0.27868630289188107
TEST_00698,0.48149919323340457
TEST_00699,0.0033006870760279253
TEST_00700,0.25180730326213174
TEST_00701,0.2323158757976459
TEST_00702,0.17962987429344876
TEST_00703,0.23703447556746882
TEST_00704,0.3624517365415322
TEST_00705,0.45134079919352144
TEST_00706,0.21529150352024468
TEST_00707,0.0034635027367970676
TEST_00708,0.0034635027367970676
TEST_00709,0.3498847456711213
TEST_00710,0.44829066205647544
TEST_00711,0.24772042968589406
TEST_00712,0.23571801431079148
TEST_00713,0.11814691202107253
TEST_00714,0.4073431245263874
TEST_00715,0.0033323994900849195
TEST_00716,0.23575582054548602
TEST_00717,0.30334954788093543
TEST_00718,0.06668485156998259
TEST_00719,0.3479431419413102
TEST_00720,0.2741667673868564
TEST_00721,0.4436673432214193
TEST_00722,0.0034635027367970676
TEST_00723,0.37005456240280127
TEST_00724,0.003159696665577318
TEST_00725,0.0034635027367970676
TEST_00726,0.39453513087965514
TEST_00727,0.2794793790454048
TEST_00728,0.20143499233178958
TEST_00729,0.252261699516859
TEST_00730,0.25284229969060246
TEST_00731,0.003446493411587191
TEST_00732,0.4332547248855625
TEST_00733,0.21289859509870257
TEST_00734,0.11648500592885194
TEST_00735,0.5471020720950491
TEST_00736,0.2355370711174478
TEST_00737,0.1612948397902265
TEST_00738,0.2392185266315337
TEST_00739,0.06271564685351583
TEST_00740,0.21736598974977372
TEST_00741,0.23264199174073882
TEST_00742,0.1474570071139912
TEST_00743,0.5140099326581912
TEST_00744,0.3032872696935527
TEST_00745,0.4850561834545692
TEST_00746,0.0034635027367970676
TEST_00747,0.34995233856433156
TEST_00748,0.32724519609537367
TEST_00749,0.0034635027367970676
TEST_00750,0.4222898600252552
TEST_00751,0.0033006870760279253
TEST_00752,0.06629413372600183
TEST_00753,0.2925971001115649
TEST_00754,0.3204314647930089
TEST_00755,0.03889178483944262
TEST_00756,0.3304300948196086
TEST_00757,0.2968101726154502
TEST_00758,0.498941391720746
TEST_00759,0.4537656141322477
TEST_00760,0.02453548963313085
TEST_00761,0.21790770655709285
TEST_00762,0.4436924259103778
TEST_00763,0.11378005303489307
TEST_00764,0.1522486460427646
TEST_00765,0.1901851442786266
TEST_00766,0.26250666836476766
TEST_00767,0.2694262255677459
TEST_00768,0.34521433973498933
TEST_00769,0.06706128198522267
TEST_00770,0.2741068551952389
TEST_00771,0.1958827459802984
TEST_00772,0.10227169260836383
TEST_00773,0.15392778183873196
TEST_00774,0.34668535253667715
TEST_00775,0.37412016048035773
TEST_00776,0.40715510874448324
TEST_00777,0.3444761151263405
TEST_00778,0.2434032545125373
TEST_00779,0.16124950672434088
TEST_00780,0.2604363311560014
TEST_00781,0.263649175783197
TEST_00782,0.23485042312125065
TEST_00783,0.3786118427688776
TEST_00784,0.31458965037124764
TEST_00785,0.39758847376562323
TEST_00786,0.3569042478150842
TEST_00787,0.5671581569496067
TEST_00788,0.0034635027367970676
TEST_00789,0.5086085759751101
TEST_00790,0.11750873497835522
TEST_00791,0.5585141887445579
TEST_00792,0.4065370429789473
TEST_00793,0.4740273072604945
TEST_00794,0.20166126143381943
TEST_00795,0.21082806789142272
TEST_00796,0.5101113563892341
TEST_00797,0.31646391954796166
TEST_00798,0.1334625116488265
TEST_00799,0.34975914065867947
TEST_00800,0.39991990523867976
TEST_00801,0.1900384377517845
TEST_00802,0.2678915598773904
TEST_00803,0.34603372769142127
TEST_00804,0.36279005877030845
TEST_00805,0.2113529347091875
TEST_00806,0.0034635027367970676
TEST_00807,0.0034635027367970676
TEST_00808,0.4819027509305595
TEST_00809,0.24574297741564433
TEST_00810,0.0034635027367970676
TEST_00811,0.35834845761571626
TEST_00812,0.44748858473880726
TEST_00813,0.4754044752190656
TEST_00814,0.14909343975052852
TEST_00815,0.14787534900011012
TEST_00816,0.451846992397035
TEST_00817,0.23810224639956432
TEST_00818,0.2432954156447052
TEST_00819,0.4253670696374227
TEST_00820,0.40244710979026316
TEST_00821,0.14230562792812956
TEST_00822,0.48495172076457027
TEST_00823,0.27441096552357114
TEST_00824,0.416544436870121
TEST_00825,0.49071716324169634
TEST_00826,0.32283865113716737
TEST_00827,0.0034635027367970676
TEST_00828,0.46351759522888664
TEST_00829,0.237938156050352
TEST_00830,0.3152768691257622
TEST_00831,0.3125624965962792
TEST_00832,0.20552676854870547
TEST_00833,0.0034635027367970676
TEST_00834,0.30937986416420066
TEST_00835,0.22869695033731388
TEST_00836,0.2471427943545415
TEST_00837,0.32193180410537864
TEST_00838,0.34608032614154915
TEST_00839,0.3478918249704553
TEST_00840,0.0034635027367970676
TEST_00841,0.4852596518430151
TEST_00842,0.3638431844884966
TEST_00843,0.39059688001388426
TEST_00844,0.354274561085503
TEST_00845,0.310014390213049
TEST_00846,0.32016915319775713
TEST_00847,0.0033006870760279253
TEST_00848,0.16913058234852127
TEST_00849,0.4036484320953932
TEST_00850,0.3194707875280573
TEST_00851,0.24684779297338527
TEST_00852,0.0815844998620188
TEST_00853,0.2832943101370311
TEST_00854,0.3852117808818028
TEST_00855,0.25962268307631947
TEST_00856,0.4886185873104933
TEST_00857,0.3381662101381673
TEST_00858,0.0034635027367970676
TEST_00859,0.26645273190123386
TEST_00860,0.48505669769285925
TEST_00861,0.33590323127110405
TEST_00862,0.3715477461981527
TEST_00863,0.37313125318876905
TEST_00864,0.2510734088423426
TEST_00865,0.0033670053480696124
TEST_00866,0.12060533802947744
TEST_00867,0.5400410843622011
TEST_00868,0.49920240695858875
TEST_00869,0.19998938766793994
